customer_id,gender,education,marital_status,age
6536,F,university,married,26
6537,F,university,married,29
6538,F,graduate school,married,40
6539,F,university,single,28
6540,F,graduate school,single,28
6541,M,graduate school,single,31
6542,F,high school,married,52
6543,F,high school,married,52
6544,F,graduate school,married,43
6545,M,high school,married,32
6546,F,university,married,60
6547,M,university,single,26
6548,F,university,married,36
6549,F,graduate school,single,46
6550,M,graduate school,single,23
6551,M,university,single,24
6552,F,university,single,27
6553,F,high school,single,30
6554,M,high school,married,43
6555,M,graduate school,single,28
6556,M,graduate school,single,38
6557,M,university,single,22
6558,M,high school,married,50
6559,F,high school,single,30
6560,F,university,married,32
6561,F,university,others,43
6562,M,graduate school,married,63
6563,F,university,single,29
6564,M,graduate school,married,39
6565,M,university,single,31
6566,M,university,single,28
6567,F,university,married,32
6568,F,graduate school,single,25
6569,F,university,single,48
6570,M,university,single,48
6571,F,university,married,56
6572,F,university,married,22
6573,F,graduate school,single,26
6574,F,university,married,33
6575,M,graduate school,married,38
6576,F,university,single,23
6577,M,high school,married,31
6578,F,graduate school,married,41
6579,F,graduate school,married,41
6580,F,university,single,25
6581,M,graduate school,single,25
6582,M,high school,married,40
6583,M,university,single,29
6584,F,university,single,27
6585,F,graduate school,single,36
6586,M,university,single,26
6587,M,high school,married,42
6588,F,unknown,others,38
6589,M,graduate school,married,47
6590,F,graduate school,married,34
6591,F,university,married,42
6592,F,university,married,41
6593,M,graduate school,married,45
6594,M,university,single,56
6595,F,graduate school,single,24
6596,F,university,single,23
6597,F,university,single,50
6598,F,graduate school,single,27
6599,M,graduate school,single,33
6600,M,university,single,30
6601,M,university,single,24
6602,M,high school,married,50
6603,F,university,single,38
6604,F,university,married,40
6605,F,high school,others,27
6606,M,graduate school,married,43
6607,F,graduate school,single,36
6608,F,university,single,27
6609,F,university,single,22
6610,M,graduate school,married,47
6611,F,high school,single,27
6612,F,graduate school,single,25
6613,M,graduate school,single,33
6614,F,university,single,25
6615,F,university,single,31
6616,M,high school,single,34
6617,F,high school,single,52
6618,M,university,single,26
6619,M,university,single,37
6620,F,university,single,48
6621,F,graduate school,married,38
6622,F,university,married,41
6623,F,high school,married,45
6624,F,university,single,24
6625,F,graduate school,single,30
6626,M,graduate school,single,27
6627,F,university,single,40
6628,F,university,married,37
6629,M,university,married,31
6630,F,high school,married,44
6631,F,university,single,35
6632,M,graduate school,single,29
6633,M,university,single,28
6634,F,university,married,34
6635,F,university,single,37
6636,M,university,single,24
6637,F,high school,married,41
6638,M,university,married,30
6639,F,high school,single,27
6640,M,high school,married,53
6641,M,graduate school,single,30
6642,M,graduate school,single,26
6643,M,graduate school,single,29
6644,M,graduate school,single,29
6645,F,university,single,56
6646,F,university,married,46
6647,M,university,married,29
6648,M,university,married,45
6649,M,graduate school,married,33
6650,F,graduate school,single,30
6651,F,university,married,36
6652,M,university,single,29
6653,F,high school,married,50
6654,F,university,single,40
6655,F,graduate school,single,26
6656,M,university,married,58
6657,F,high school,single,30
6658,F,university,single,26
6659,M,university,married,39
6660,M,university,single,44
6661,F,university,married,36
6662,F,graduate school,married,33
6663,M,graduate school,married,39
6664,M,university,single,30
6665,F,graduate school,single,33
6666,M,university,married,30
6667,F,graduate school,married,57
6668,M,university,single,39
6669,M,high school,married,51
6670,F,university,single,30
6671,M,graduate school,single,26
6672,F,graduate school,single,42
6673,F,graduate school,single,31
6674,M,graduate school,single,34
6675,M,graduate school,single,34
6676,F,university,married,32
6677,M,graduate school,single,30
6678,M,high school,single,24
6679,F,university,married,42
6680,F,graduate school,single,25
6681,M,university,married,39
6682,F,university,married,28
6683,M,university,married,36
6684,M,graduate school,married,38
6685,M,university,married,37
6686,F,university,single,29
6687,M,graduate school,single,29
6688,M,university,married,42
6689,M,university,married,40
6690,F,university,married,29
6691,F,high school,single,47
6692,M,high school,single,38
6693,M,university,single,26
6694,M,graduate school,married,42
6695,M,university,single,24
6696,F,graduate school,single,43
6697,M,university,married,31
6698,M,high school,single,27
6699,M,high school,married,29
6700,M,university,single,43
6701,F,university,single,25
6702,F,university,married,45
6703,F,university,single,30
6704,M,graduate school,others,27
6705,M,university,single,25
6706,M,university,single,29
6707,F,university,single,35
6708,F,university,single,23
6709,F,university,single,24
6710,F,university,single,23
6711,M,high school,single,25
6712,F,university,single,23
6713,M,university,single,50
6714,M,graduate school,single,31
6715,M,graduate school,married,45
6716,F,university,single,25
6717,F,graduate school,single,39
6718,M,graduate school,single,27
6719,F,university,single,29
6720,F,university,single,26
6721,F,graduate school,single,26
6722,M,university,single,55
6723,M,graduate school,married,47
6724,M,graduate school,married,46
6725,F,high school,married,31
6726,M,graduate school,married,36
6727,M,university,single,34
6728,M,graduate school,single,29
6729,M,high school,single,25
6730,F,university,married,43
6731,F,graduate school,single,39
6732,M,graduate school,married,60
6733,M,university,married,34
6734,F,university,single,21
6735,F,university,married,31
6736,F,graduate school,single,23
6737,F,graduate school,married,33
6738,M,graduate school,single,47
6739,M,graduate school,married,32
6740,F,university,single,32
6741,F,graduate school,married,32
6742,F,university,single,27
6743,F,unknown,single,29
6744,F,university,married,41
6745,M,university,single,23
6746,F,university,single,26
6747,M,graduate school,single,34
6748,F,graduate school,married,37
6749,M,high school,married,48
6750,F,graduate school,single,30
6751,F,high school,married,46
6752,M,graduate school,married,32
6753,F,high school,married,50
6754,F,university,married,44
6755,F,graduate school,single,24
6756,M,graduate school,married,45
6757,M,university,married,28
6758,M,university,single,24
6759,F,university,married,51
6760,F,university,single,29
6761,F,university,single,26
6762,F,university,single,29
6763,F,graduate school,married,45
6764,F,high school,married,41
6765,F,graduate school,married,29
6766,F,university,married,34
6767,F,graduate school,married,36
6768,M,university,married,31
6769,F,graduate school,single,57
6770,F,graduate school,married,25
6771,M,university,married,28
6772,M,university,married,53
6773,F,high school,single,46
6774,F,university,single,32
6775,M,university,married,42
6776,M,graduate school,single,30
6777,M,graduate school,married,46
6778,F,university,married,30
6779,M,graduate school,single,27
6780,M,university,married,42
6781,M,high school,married,43
6782,F,high school,single,34
6783,M,graduate school,married,32
6784,F,graduate school,single,26
6785,F,graduate school,single,24
6786,F,high school,married,42
6787,F,university,married,30
6788,F,graduate school,single,31
6789,F,graduate school,single,25
6790,F,university,married,45
6791,M,university,married,35
6792,M,university,single,22
6793,M,university,married,40
6794,F,university,married,29
6795,M,graduate school,single,34
6796,F,graduate school,married,38
6797,M,high school,married,47
6798,M,university,single,34
6799,F,graduate school,single,32
6800,M,university,single,24
6801,M,high school,married,50
6802,M,graduate school,married,53
6803,F,graduate school,single,30
6804,M,university,single,27
6805,M,graduate school,single,33
6806,F,high school,single,47
6807,M,university,single,25
6808,M,graduate school,single,45
6809,F,university,single,30
6810,M,graduate school,married,42
6811,M,graduate school,single,30
6812,F,university,single,36
6813,F,graduate school,married,37
6814,F,graduate school,single,29
6815,M,university,single,31
6816,M,graduate school,married,54
6817,F,graduate school,single,27
6818,M,graduate school,single,27
6819,M,graduate school,married,46
6820,M,graduate school,married,44
6821,F,university,married,32
6822,F,university,married,43
6823,F,university,married,27
6824,F,university,married,51
6825,F,graduate school,single,23
6826,F,graduate school,single,28
6827,F,graduate school,married,37
6828,F,graduate school,single,24
6829,M,university,single,26
6830,M,university,married,53
6831,F,university,single,26
6832,F,high school,married,36
6833,M,graduate school,single,26
6834,M,university,married,42
6835,F,graduate school,single,24
6836,F,graduate school,married,31
6837,M,university,single,36
6838,M,graduate school,single,25
6839,F,university,single,42
6840,F,graduate school,married,51
6841,M,high school,married,52
6842,F,university,married,36
6843,M,university,single,25
6844,M,university,single,39
6845,F,graduate school,single,29
6846,F,university,single,34
6847,F,graduate school,single,26
6848,M,graduate school,single,32
6849,F,graduate school,single,38
6850,F,university,single,55
6851,M,graduate school,single,33
6852,F,university,married,25
6853,M,university,single,42
6854,M,high school,single,34
6855,M,graduate school,married,35
6856,F,graduate school,single,43
6857,F,graduate school,single,29
6858,F,graduate school,married,33
6859,F,high school,married,48
6860,M,graduate school,single,32
6861,M,university,married,42
6862,F,graduate school,single,31
6863,F,university,married,36
6864,F,high school,others,48
6865,M,graduate school,single,30
6866,F,university,married,37
6867,F,university,married,39
6868,M,university,single,29
6869,F,unknown,single,25
6870,M,graduate school,single,38
6871,M,graduate school,single,56
6872,M,graduate school,married,58
6873,M,university,single,30
6874,M,high school,married,56
6875,M,graduate school,single,22
6876,F,university,single,23
6877,M,0,single,30
6878,M,graduate school,single,29
6879,M,university,married,52
6880,F,university,married,40
6881,F,high school,single,42
6882,F,graduate school,married,38
6883,F,unknown,single,45
6884,M,university,single,36
6885,M,university,married,38
6886,F,graduate school,single,33
6887,F,high school,others,55
6888,M,university,single,44
6889,M,university,single,23
6890,M,graduate school,single,29
6891,M,graduate school,single,31
6892,F,graduate school,single,29
6893,F,unknown,married,36
6894,F,university,single,29
6895,F,graduate school,married,43
6896,M,graduate school,single,29
6897,M,university,single,35
6898,M,university,single,32
6899,F,high school,single,39
6900,F,high school,married,38
6901,F,university,single,31
6902,F,graduate school,single,26
6903,F,university,single,29
6904,F,university,single,24
6905,F,others,married,30
6906,M,university,single,25
6907,M,university,married,62
6908,M,university,single,46
6909,F,graduate school,married,31
6910,F,high school,single,29
6911,M,graduate school,married,38
6912,F,university,married,38
6913,M,graduate school,married,63
6914,M,university,married,39
6915,M,university,single,27
6916,F,university,single,25
6917,M,graduate school,single,22
6918,M,graduate school,single,26
6919,F,university,single,40
6920,F,high school,married,28
6921,F,graduate school,single,32
6922,F,graduate school,single,29
6923,F,graduate school,single,35
6924,M,graduate school,married,43
6925,F,university,others,49
6926,F,university,single,44
6927,F,university,single,24
6928,F,university,married,26
6929,F,graduate school,single,31
6930,M,high school,single,39
6931,F,graduate school,single,35
6932,M,graduate school,single,28
6933,M,graduate school,single,37
6934,M,high school,others,59
6935,F,graduate school,single,28
6936,M,graduate school,married,41
6937,M,graduate school,single,28
6938,M,university,single,27
6939,M,graduate school,married,51
6940,F,graduate school,single,23
6941,F,graduate school,single,33
6942,F,high school,single,48
6943,M,university,single,27
6944,M,university,single,33
6945,F,university,married,50
6946,M,university,single,25
6947,F,university,married,37
6948,M,high school,married,64
6949,F,graduate school,single,35
6950,F,university,married,40
6951,F,high school,single,27
6952,F,university,single,26
6953,F,university,single,31
6954,M,high school,married,64
6955,F,graduate school,single,33
6956,F,graduate school,married,50
6957,F,graduate school,single,28
6958,F,university,single,24
6959,F,graduate school,single,27
6960,F,graduate school,single,32
6961,M,university,others,34
6962,M,university,single,47
6963,M,graduate school,single,38
6964,M,graduate school,married,40
6965,F,graduate school,married,41
6966,F,high school,single,23
6967,F,high school,married,32
6968,F,university,single,29
6969,M,university,single,25
6970,F,graduate school,single,45
6971,M,university,married,49
6972,M,university,single,37
6973,M,graduate school,married,38
6974,M,university,single,24
6975,M,university,married,31
6976,F,high school,married,36
6977,M,university,single,27
6978,M,university,married,44
6979,M,graduate school,single,30
6980,F,high school,single,57
6981,F,university,married,35
6982,F,university,married,38
6983,F,graduate school,single,24
6984,F,graduate school,married,51
6985,M,high school,single,43
6986,M,graduate school,married,40
6987,F,graduate school,single,27
6988,F,university,single,50
6989,M,high school,married,51
6990,F,university,single,26
6991,M,high school,single,59
6992,F,university,married,40
6993,F,graduate school,single,36
6994,F,graduate school,single,28
6995,F,high school,single,28
6996,M,graduate school,single,41
6997,M,university,single,25
6998,M,graduate school,single,33
6999,M,graduate school,married,41
7000,F,high school,married,57
7001,F,high school,single,22
7002,M,graduate school,married,55
7003,F,high school,married,39
7004,M,high school,single,58
7005,F,graduate school,single,29
7006,F,university,single,28
7007,F,graduate school,married,33
7008,F,university,married,44
7009,F,high school,married,41
7010,M,university,married,59
7011,M,high school,married,43
7012,F,graduate school,single,37
7013,M,high school,single,29
7014,M,university,married,32
7015,F,university,single,41
7016,F,graduate school,married,45
7017,M,university,single,31
7018,M,university,single,38
7019,F,university,single,28
7020,F,university,single,24
7021,M,high school,married,51
7022,F,university,single,43
7023,M,university,married,44
7024,F,university,married,42
7025,F,university,single,25
7026,M,university,others,40
7027,F,graduate school,married,35
7028,F,graduate school,single,27
7029,M,graduate school,married,49
7030,F,graduate school,single,40
7031,F,university,married,43
7032,F,graduate school,married,40
7033,F,university,married,31
7034,F,university,married,24
7035,F,university,married,30
7036,F,graduate school,married,37
7037,M,graduate school,single,35
7038,M,graduate school,married,52
7039,M,university,married,61
7040,F,university,married,25
7041,F,graduate school,married,39
7042,M,university,married,51
7043,F,graduate school,single,26
7044,M,graduate school,single,24
7045,F,university,married,42
7046,F,graduate school,single,26
7047,F,university,married,53
7048,M,university,married,32
7049,F,graduate school,single,44
7050,F,university,married,34
7051,F,high school,married,55
7052,M,university,single,51
7053,F,university,single,29
7054,F,high school,married,46
7055,F,graduate school,single,24
7056,M,high school,single,31
7057,M,graduate school,single,29
7058,M,university,single,28
7059,F,university,married,34
7060,F,university,others,30
7061,F,university,married,37
7062,F,university,single,29
7063,F,university,single,30
7064,M,high school,single,37
7065,F,university,single,23
7066,F,graduate school,single,25
7067,F,graduate school,single,32
7068,F,graduate school,single,30
7069,M,university,married,37
7070,M,university,single,38
7071,M,graduate school,married,40
7072,M,graduate school,single,32
7073,F,university,married,41
7074,F,university,single,31
7075,F,university,single,45
7076,F,high school,others,43
7077,F,university,married,42
7078,M,graduate school,married,40
7079,F,university,married,43
7080,F,high school,married,42
7081,F,university,single,35
7082,F,university,married,36
7083,M,graduate school,single,31
7084,F,university,married,29
7085,F,graduate school,married,40
7086,F,graduate school,married,36
7087,M,high school,married,38
7088,F,graduate school,single,27
7089,F,university,married,55
7090,F,graduate school,single,28
7091,F,university,single,29
7092,F,university,single,23
7093,F,university,single,41
7094,F,graduate school,single,32
7095,F,university,married,27
7096,F,university,single,23
7097,F,graduate school,single,34
7098,M,graduate school,married,38
7099,F,university,married,47
7100,M,university,single,41
7101,F,university,single,24
7102,F,graduate school,single,33
7103,M,high school,single,35
7104,F,unknown,married,44
7105,F,graduate school,single,37
7106,M,high school,single,47
7107,M,graduate school,married,43
7108,F,graduate school,single,28
7109,F,graduate school,single,36
7110,F,university,single,28
7111,M,university,single,27
7112,M,graduate school,single,40
7113,F,graduate school,married,30
7114,F,university,married,31
7115,M,graduate school,married,35
7116,F,university,single,48
7117,M,graduate school,single,29
7118,F,university,married,35
7119,F,graduate school,single,30
7120,F,university,married,35
7121,F,graduate school,single,26
7122,F,university,married,47
7123,M,graduate school,married,45
7124,F,graduate school,single,42
7125,F,university,single,24
7126,F,university,single,39
7127,M,university,married,31
7128,M,university,single,40
7129,F,university,married,33
7130,F,university,single,39
7131,M,university,married,44
7132,F,university,single,34
7133,M,graduate school,married,35
7134,F,high school,single,22
7135,F,graduate school,single,25
7136,M,graduate school,single,27
7137,F,high school,married,29
7138,M,graduate school,married,38
7139,M,university,single,22
7140,F,high school,married,48
7141,F,university,single,24
7142,F,university,single,21
7143,M,high school,married,51
7144,M,university,married,39
7145,F,university,single,30
7146,M,university,single,35
7147,M,university,married,37
7148,F,university,married,42
7149,F,graduate school,married,39
7150,M,graduate school,single,27
7151,F,high school,married,54
7152,F,graduate school,single,24
7153,F,graduate school,married,34
7154,F,university,married,37
7155,F,high school,married,27
7156,F,university,single,24
7157,M,university,single,30
7158,F,university,single,27
7159,F,university,single,30
7160,F,graduate school,single,35
7161,M,graduate school,single,24
7162,F,university,single,37
7163,F,university,married,26
7164,M,university,married,43
7165,F,graduate school,single,32
7166,F,high school,married,68
7167,M,university,single,36
7168,M,graduate school,married,37
7169,M,university,single,29
7170,M,university,married,51
7171,F,graduate school,single,23
7172,F,high school,married,39
7173,F,high school,married,28
7174,M,graduate school,married,47
7175,M,university,married,36
7176,F,high school,married,55
7177,M,high school,married,29
7178,M,university,married,61
7179,F,high school,married,33
7180,M,university,married,62
7181,F,graduate school,married,42
7182,M,graduate school,single,34
7183,F,university,married,30
7184,F,university,single,21
7185,F,university,married,25
7186,M,university,married,47
7187,F,graduate school,married,35
7188,M,university,single,25
7189,M,university,married,33
7190,F,graduate school,single,33
7191,F,university,single,33
7192,M,university,married,42
7193,F,university,married,49
7194,F,university,single,26
7195,M,graduate school,married,57
7196,F,university,single,24
7197,F,university,married,35
7198,F,high school,married,39
7199,M,graduate school,married,53
7200,F,university,married,33
7201,M,graduate school,married,39
7202,M,graduate school,single,33
7203,M,graduate school,single,26
7204,M,university,married,50
7205,F,graduate school,single,28
7206,F,university,single,25
7207,F,graduate school,married,41
7208,F,university,married,44
7209,M,graduate school,single,30
7210,F,unknown,single,23
7211,F,graduate school,single,29
7212,M,high school,married,53
7213,M,university,married,43
7214,M,graduate school,single,32
7215,M,graduate school,married,52
7216,F,university,married,56
7217,F,high school,married,46
7218,F,high school,married,47
7219,F,graduate school,single,32
7220,F,university,married,26
7221,M,graduate school,single,28
7222,F,high school,married,65
7223,F,graduate school,married,34
7224,F,graduate school,single,44
7225,F,university,married,37
7226,M,graduate school,single,33
7227,M,graduate school,married,45
7228,M,graduate school,married,34
7229,F,graduate school,single,28
7230,F,graduate school,single,24
7231,F,university,married,37
7232,M,university,married,45
7233,F,university,single,36
7234,M,graduate school,single,38
7235,M,university,single,24
7236,F,university,single,53
7237,M,graduate school,single,27
7238,F,university,married,28
7239,M,graduate school,married,34
7240,F,high school,married,41
7241,F,graduate school,married,36
7242,F,graduate school,single,24
7243,F,university,married,47
7244,M,high school,single,33
7245,F,university,married,52
7246,M,university,single,24
7247,F,graduate school,single,25
7248,M,university,single,24
7249,F,university,married,28
7250,F,graduate school,single,28
7251,F,university,single,23
7252,M,university,single,39
7253,F,university,single,28
7254,M,high school,single,26
7255,M,high school,others,43
7256,F,graduate school,married,54
7257,M,university,single,27
7258,F,university,single,24
7259,F,university,married,35
7260,M,university,single,28
7261,F,high school,married,31
7262,M,graduate school,single,25
7263,F,graduate school,single,32
7264,F,graduate school,single,33
7265,M,university,single,23
7266,F,high school,single,42
7267,M,university,married,42
7268,F,university,single,27
7269,M,university,single,36
7270,F,graduate school,married,42
7271,F,graduate school,single,38
7272,F,university,single,39
7273,F,graduate school,single,31
7274,F,university,married,32
7275,F,graduate school,single,33
7276,F,university,married,35
7277,F,high school,married,28
7278,F,graduate school,married,44
7279,M,graduate school,married,50
7280,M,graduate school,single,32
7281,F,high school,single,35
7282,M,graduate school,single,34
7283,F,university,single,30
7284,M,high school,married,54
7285,F,university,single,24
7286,F,university,married,38
7287,M,graduate school,single,26
7288,F,high school,married,34
7289,F,university,single,39
7290,M,university,single,33
7291,F,university,single,33
7292,M,graduate school,married,41
7293,F,high school,married,41
7294,F,university,married,27
7295,F,university,married,45
7296,M,university,married,37
7297,F,graduate school,single,35
7298,M,graduate school,married,40
7299,F,graduate school,married,57
7300,F,high school,married,49
7301,F,graduate school,single,26
7302,M,graduate school,single,32
7303,F,graduate school,married,34
7304,F,university,single,43
7305,F,university,married,37
7306,M,university,others,51
7307,F,university,married,30
7308,F,high school,single,33
7309,F,graduate school,single,30
7310,M,university,single,46
7311,F,university,single,23
7312,F,university,others,30
7313,M,graduate school,single,35
7314,F,university,single,22
7315,F,graduate school,married,28
7316,M,university,single,44
7317,M,university,married,50
7318,M,graduate school,single,54
7319,F,graduate school,single,28
7320,M,graduate school,married,43
7321,F,university,single,42
7322,M,graduate school,single,28
7323,M,university,married,30
7324,M,graduate school,married,43
7325,F,university,married,40
7326,F,university,single,31
7327,F,university,married,30
7328,F,graduate school,single,27
7329,F,graduate school,married,40
7330,F,graduate school,single,24
7331,F,graduate school,married,27
7332,F,graduate school,single,27
7333,F,high school,single,29
7334,M,high school,single,31
7335,F,high school,married,54
7336,M,graduate school,single,31
7337,M,university,single,25
7338,F,graduate school,married,36
7339,M,university,married,39
7340,M,high school,married,35
7341,F,graduate school,single,28
7342,F,university,married,34
7343,F,graduate school,others,51
7344,F,high school,married,42
7345,F,high school,single,50
7346,M,university,married,34
7347,F,graduate school,married,40
7348,F,university,single,23
7349,M,university,married,48
7350,M,university,single,41
7351,F,high school,married,49
7352,F,university,single,30
7353,F,graduate school,single,23
7354,M,graduate school,single,27
7355,M,university,single,23
7356,F,high school,married,26
7357,F,graduate school,married,66
7358,M,university,single,36
7359,F,university,single,27
7360,M,high school,married,49
7361,F,university,married,54
7362,F,graduate school,single,30
7363,M,graduate school,single,30
7364,F,university,married,28
7365,F,graduate school,single,29
7366,F,university,married,30
7367,F,university,married,31
7368,F,university,married,37
7369,F,university,single,27
7370,M,university,married,37
7371,F,graduate school,single,39
7372,F,university,single,36
7373,F,university,married,34
7374,M,university,married,37
7375,M,university,single,38
7376,F,university,married,27
7377,F,university,single,31
7378,M,graduate school,single,24
7379,F,graduate school,single,30
7380,F,university,single,51
7381,F,university,married,29
7382,F,university,married,37
7383,F,graduate school,married,47
7384,M,university,married,54
7385,M,university,married,23
7386,F,high school,married,49
7387,F,university,married,33
7388,F,high school,single,55
7389,M,high school,single,41
7390,M,graduate school,single,38
7391,F,graduate school,single,44
7392,F,high school,single,25
7393,F,graduate school,married,35
7394,F,university,married,41
7395,F,high school,married,31
7396,M,graduate school,single,28
7397,F,university,married,37
7398,M,university,married,43
7399,F,graduate school,single,32
7400,F,graduate school,single,26
7401,F,university,single,29
7402,M,high school,single,23
7403,F,university,single,24
7404,M,university,married,43
7405,F,graduate school,married,34
7406,F,others,married,39
7407,M,university,married,36
7408,F,university,single,34
7409,F,high school,married,41
7410,M,university,married,48
7411,M,university,married,52
7412,F,unknown,married,32
7413,M,graduate school,single,26
7414,F,graduate school,married,36
7415,F,university,single,23
7416,M,university,married,42
7417,M,university,single,34
7418,F,graduate school,single,29
7419,M,university,married,59
7420,M,graduate school,single,29
7421,F,university,single,31
7422,F,university,married,45
7423,F,graduate school,single,25
7424,M,university,married,51
7425,F,graduate school,married,34
7426,F,graduate school,married,38
7427,F,university,single,45
7428,M,graduate school,single,32
7429,F,graduate school,single,32
7430,M,high school,single,50
7431,F,university,married,30
7432,F,graduate school,others,33
7433,M,university,single,28
7434,F,graduate school,single,25
7435,F,graduate school,single,32
7436,M,graduate school,single,37
7437,F,graduate school,single,24
7438,F,university,married,31
7439,F,university,married,43
7440,F,university,single,22
7441,F,university,single,38
7442,M,university,married,40
7443,F,graduate school,married,49
7444,M,high school,single,26
7445,F,high school,single,25
7446,F,high school,single,51
7447,M,high school,married,40
7448,F,university,married,31
7449,M,graduate school,single,41
7450,F,high school,single,26
7451,F,high school,single,32
7452,F,university,single,26
7453,F,graduate school,single,32
7454,F,graduate school,married,43
7455,F,graduate school,single,29
7456,M,graduate school,married,43
7457,M,university,single,44
7458,F,university,married,34
7459,F,university,married,37
7460,F,university,single,30
7461,M,university,married,41
7462,M,graduate school,single,52
7463,F,university,married,38
7464,M,high school,single,34
7465,F,university,single,25
7466,M,university,single,36
7467,F,university,single,52
7468,M,graduate school,married,40
7469,M,graduate school,single,39
7470,F,university,married,35
7471,F,university,single,28
7472,F,high school,married,63
7473,F,university,married,33
7474,M,graduate school,married,38
7475,M,university,single,30
7476,F,graduate school,married,36
7477,F,university,married,42
7478,M,university,single,31
7479,F,high school,married,44
7480,M,university,single,39
7481,M,university,single,28
7482,F,graduate school,single,23
7483,F,high school,single,26
7484,F,university,married,42
7485,M,university,single,28
7486,F,university,married,27
7487,F,graduate school,married,36
7488,F,graduate school,single,30
7489,M,university,single,27
7490,F,high school,married,40
7491,M,university,married,36
7492,M,university,married,33
7493,F,high school,married,42
7494,F,unknown,married,32
7495,M,graduate school,single,32
7496,F,high school,single,53
7497,F,graduate school,married,34
7498,F,graduate school,single,33
7499,F,university,married,30
7500,F,university,married,30
7501,F,graduate school,single,30
7502,F,graduate school,single,32
7503,F,university,married,29
7504,F,university,single,23
7505,M,university,married,60
7506,F,university,married,37
7507,F,graduate school,married,35
7508,M,university,married,36
7509,F,high school,single,51
7510,F,high school,married,30
7511,F,high school,single,31
7512,F,graduate school,single,48
7513,F,university,single,23
7514,F,graduate school,single,29
7515,F,university,single,28
7516,F,university,single,38
7517,F,graduate school,single,52
7518,F,graduate school,single,36
7519,M,university,single,37
7520,F,university,married,33
7521,F,university,married,24
7522,F,university,married,45
7523,M,university,married,45
7524,M,graduate school,single,36
7525,F,university,married,32
7526,F,high school,married,53
7527,M,graduate school,single,31
7528,M,university,single,49
7529,F,graduate school,single,26
7530,F,high school,single,27
7531,M,graduate school,single,28
7532,M,graduate school,single,36
7533,M,graduate school,single,27
7534,F,graduate school,single,41
7535,M,university,married,54
7536,M,university,single,47
7537,M,university,married,32
7538,F,university,single,38
7539,M,graduate school,single,27
7540,F,university,married,42
7541,F,university,single,33
7542,M,university,single,22
7543,F,graduate school,single,28
7544,F,high school,single,27
7545,F,graduate school,single,22
7546,F,high school,single,34
7547,M,graduate school,single,35
7548,F,university,married,37
7549,F,university,single,23
7550,F,graduate school,married,51
7551,M,university,single,49
7552,M,high school,married,44
7553,F,graduate school,single,26
7554,F,university,married,38
7555,M,university,single,31
7556,M,graduate school,married,58
7557,M,university,single,30
7558,M,university,single,46
7559,F,university,single,44
7560,F,university,married,40
7561,F,graduate school,single,28
7562,F,high school,single,29
7563,F,university,single,27
7564,M,university,married,48
7565,M,graduate school,single,41
7566,M,graduate school,single,33
7567,F,university,married,37
7568,F,university,married,48
7569,M,university,single,30
7570,F,university,single,22
7571,M,high school,married,42
7572,F,high school,married,25
7573,M,university,married,37
7574,M,graduate school,single,26
7575,F,university,married,31
7576,F,university,single,39
7577,M,university,single,30
7578,M,university,single,27
7579,M,university,married,38
7580,F,graduate school,single,36
7581,M,graduate school,married,38
7582,F,university,single,38
7583,F,graduate school,married,32
7584,F,university,married,39
7585,F,university,single,28
7586,M,graduate school,single,25
7587,F,graduate school,single,34
7588,F,graduate school,married,42
7589,M,graduate school,single,24
7590,F,graduate school,single,27
7591,F,university,single,23
7592,F,university,married,36
7593,F,university,single,22
7594,M,university,single,68
7595,F,university,single,39
7596,M,university,single,30
7597,F,university,married,35
7598,F,graduate school,single,22
7599,M,university,single,26
7600,F,university,married,56
7601,F,university,others,46
7602,F,graduate school,single,26
7603,F,high school,married,47
7604,F,graduate school,single,30
7605,F,university,married,46
7606,F,university,married,39
7607,F,university,single,25
7608,F,graduate school,single,27
7609,F,university,single,33
7610,F,university,married,35
7611,F,university,single,24
7612,M,high school,married,60
7613,F,university,single,36
7614,M,university,single,37
7615,F,university,single,49
7616,F,high school,single,23
7617,M,high school,married,51
7618,F,university,single,24
7619,M,university,married,47
7620,M,high school,single,23
7621,M,university,married,39
7622,M,high school,married,33
7623,F,graduate school,single,23
7624,F,graduate school,single,25
7625,M,university,single,29
7626,F,high school,others,48
7627,M,graduate school,married,42
7628,M,graduate school,married,41
7629,F,university,single,27
7630,F,graduate school,single,26
7631,M,graduate school,married,38
7632,F,university,married,28
7633,M,high school,single,33
7634,F,university,single,42
7635,F,university,married,35
7636,F,university,single,24
7637,F,university,single,28
7638,F,graduate school,single,27
7639,M,high school,single,32
7640,M,high school,others,48
7641,M,graduate school,single,32
7642,M,university,single,27
7643,M,university,single,34
7644,F,university,single,24
7645,M,high school,single,49
7646,F,university,single,36
7647,F,graduate school,married,30
7648,M,university,married,57
7649,F,high school,married,42
7650,M,university,married,39
7651,M,high school,single,36
7652,M,graduate school,married,40
7653,F,university,married,38
7654,M,high school,married,39
7655,M,graduate school,single,24
7656,M,graduate school,single,32
7657,M,university,married,46
7658,F,university,married,44
7659,F,university,single,31
7660,F,graduate school,married,36
7661,M,high school,single,44
7662,M,university,single,45
7663,F,university,married,58
7664,F,university,married,50
7665,F,graduate school,single,27
7666,F,university,single,33
7667,M,university,single,43
7668,M,graduate school,single,28
7669,F,university,single,34
7670,F,university,married,28
7671,F,university,single,25
7672,M,graduate school,single,28
7673,F,university,married,34
7674,F,university,married,35
7675,F,university,married,43
7676,F,high school,married,38
